run_id,scenario,robot_id,timestamp,success,failure_reason,elapsed_sec,min_ped_clearance_m,min_robot_clearance_m,path_dev_mean_m,path_dev_max_m,avg_solver_ms,max_solver_ms,avg_v_mps,avg_abs_w_rps,v_jerk_std,w_jerk_std
0,ST_MPC_filter,0,2026-05-18 16:40:24,0,timeout,120.0,0.367,-1,0.901,1.238,3.5,74.06,0.55,0.622,0.0351,0.0428
0,ST_MPC_filter,0,2026-05-18 17:08:35,0,timeout,120.01,0.073,-1,0.981,1.372,6.06,82.99,0.502,0.615,0.0467,0.0582
1,ST_MPC_filter,0,2026-05-18 17:09:41,1,,65.4,0.57,-1,1.158,1.37,4.83,51.96,0.349,0.733,0.0459,0.0571
0,ST_MPC_filter,0,2026-05-18 17:49:32,0,timeout,120.19,0.081,-1,0.973,1.375,6.33,107.84,0.503,0.621,0.0393,0.0635
0,ST_MPC_filter,0,2026-05-19 14:22:14,0,timeout,120.2,0.107,-1,0.897,1.237,3.67,72.69,0.523,0.624,0.0373,0.0556
0,ST_MPC_filter,0,2026-05-19 14:39:12,0,ped_too_close,112.6,0.25,-1,0.804,1.331,3.2,101.06,0.686,0.59,0.0431,0.0317
0,ST_MPC_filter,0,2026-05-19 14:55:30,1,,56.6,0.66,-1,0.193,0.608,3.24,101.38,1.132,0.406,0.0594,0.074
1,ST_MPC_filter,0,2026-05-19 14:59:19,0,timeout,120.0,2.159,-1,1.47,1.708,4.29,101.03,0.044,0.737,0.0262,0.1102
0,ST_MPC_filter,0,2026-05-19 15:08:26,1,,60.8,0.707,-1,0.292,1.037,2.07,54.87,1.057,0.451,0.0622,0.0745
0,ST_MPC_filter,0,2026-05-19 15:26:24,1,,55.8,0.638,-1,0.167,0.502,3.28,65.08,1.135,0.389,0.0597,0.0757
0,ST_MPC_filter,0,2026-05-19 16:00:12,1,,54.85,0.641,-1,0.131,0.499,2.39,63.8,1.14,0.335,0.0597,0.0662
0,ST_MPC_filter,0,2026-05-19 16:02:03,1,,55.4,0.665,-1,0.159,0.496,3.14,101.34,1.14,0.38,0.0596,0.0785
0,ST_MPC_filter,0,2026-05-19 16:32:13,1,,55.86,0.613,-1,0.163,0.506,2.9,72.37,1.135,0.377,0.0597,0.0762
0,ST_MPC_filter,0,2026-05-19 16:38:19,1,,56.6,0.668,-1,0.201,0.666,2.68,67.11,1.129,0.41,0.0599,0.0764
0,ST_MPC_filter,0,2026-05-19 16:45:24,1,,56.6,0.721,-1,0.191,0.652,2.69,102.01,1.13,0.403,0.059,0.0771
0,ST_MPC_filter,0,2026-05-19 16:51:10,1,,57.2,0.714,-1,0.231,0.825,2.63,68.31,1.12,0.423,0.0598,0.0736
1,ST_MPC_filter,0,2026-05-19 16:53:30,0,timeout,120.08,1.334,-1,2.654,2.911,5.71,99.1,0.051,0.738,0.0293,0.1009
0,ST_MPC_filter,0,2026-05-19 17:36:28,1,,54.2,0.568,-1,0.152,0.499,2.01,65.76,1.143,0.346,0.0591,0.0616
0,ST_MPC_filter,0,2026-05-19 17:49:37,1,,57.6,0.728,-1,0.235,0.84,2.0,68.24,1.115,0.428,0.0594,0.0774
0,ST_MPC_filter,0,2026-05-19 17:52:49,1,,55.86,0.655,-1,0.161,0.498,2.45,66.91,1.134,0.379,0.0595,0.0745
1,ST_MPC_filter,0,2026-05-19 17:56:40,0,timeout,120.2,2.056,-1,1.145,1.276,3.36,93.95,0.028,0.593,0.0224,0.3762
2,ST_MPC_filter,0,2026-05-19 17:58:42,0,timeout,120.05,1.649,-1,1.129,1.142,2.74,52.95,0.0,0.562,0.0,0.4063
0,ST_MPC_filter,0,2026-05-19 18:49:10,0,timeout,120.13,0.807,-1,0.451,0.712,1.94,72.01,0.549,0.574,0.0406,0.1009
0,ST_MPC_filter,0,2026-05-19 18:57:10,0,timeout,120.13,0.806,-1,0.449,0.708,2.03,101.6,0.549,0.574,0.04,0.1009
0,ST_MPC_filter,0,2026-05-19 18:59:04,1,,54.99,0.704,-1,0.147,0.499,3.2,65.2,1.14,0.362,0.0588,0.0722
0,ST_MPC_filter,0,2026-05-19 19:12:31,1,,54.19,0.849,-1,0.143,0.503,2.33,69.74,1.15,0.308,0.0582,0.0592
0,ST_original,zara2,0,2026-05-20 22:28:37,1,,55.19,0.842,-1,0.175,0.629,2.24,65.0,1.141,0.342,0.0579,0.0612,1.99,1,-1.0
0,ST_original,zara2,0,2026-05-20 22:32:35,1,,54.8,0.847,-1,0.173,0.619,1.95,52.72,1.147,0.339,0.0584,0.0614,1.8,1,-1.0
0,ST_original,zara2,0,2026-05-20 22:34:49,1,,54.4,0.874,-1,0.176,0.653,1.79,48.62,1.152,0.343,0.0576,0.062,2.0,1,-1.0
0,ST_original,zara2,0,2026-05-20 22:37:18,1,,55.2,0.866,-1,0.202,0.761,2.16,100.94,1.142,0.36,0.0581,0.0619,1.8,1,-1.0
0,ST_original,zara2,0,2026-05-20 22:39:21,1,,53.79,0.85,-1,0.143,0.496,2.09,67.2,1.155,0.309,0.0577,0.0595,1.79,1,-1.0
0,ST_progress,ST-warehouse-progress,0,2026-05-20 22:44:53,1,,54.0,0.868,-1,0.177,0.626,2.26,55.21,1.16,0.338,0.0611,0.0877,1.81,1,-1.0
0,ST_original,zara2,0,2026-05-20 22:48:30,1,,54.6,0.862,-1,0.179,0.665,1.99,68.98,1.151,0.343,0.0583,0.0619,2.0,1,-1.0
0,ST_original,zara2,0,2026-05-20 22:50:24,1,,54.6,0.886,-1,0.171,0.636,2.22,73.24,1.15,0.336,0.0579,0.0614,1.8,1,-1.0
0,ST_progress,ST-warehouse-progress,0,2026-05-20 22:52:15,1,,54.4,0.856,-1,0.156,0.534,1.89,48.62,1.15,0.322,0.0583,0.0607,1.8,1,-1.0
0,ST_progress,ST-warehouse-progress,0,2026-05-20 22:54:00,1,,54.6,0.854,-1,0.173,0.596,1.86,70.88,1.153,0.338,0.0584,0.0613,1.8,1,-1.0
0,ST_progress,ST-warehouse-progress,0,2026-05-20 22:56:28,1,,55.6,0.845,-1,0.22,0.802,2.04,65.72,1.133,0.367,0.0582,0.0605,1.8,1,-1.0
0,ST_progress,ST-warehouse-progress,0,2026-05-20 22:58:36,1,,55.2,0.848,-1,0.208,0.667,2.46,69.05,1.139,0.354,0.0621,0.062,1.6,1,-1.0
0,gamma05,zara2,0,2026-05-21 11:06:37,1,,52.46,0.877,-1,0.135,0.504,2.57,72.31,1.177,0.284,0.0575,0.0536,1.79,1,-1.0
0,ST_original_g07,zara2,0,2026-05-22 14:14:51,1,,57.4,0.906,-1,0.281,1.045,2.4,103.1,1.103,0.393,0.0589,0.0623,2.0,1,-1.0
0,C3_ST_original,zara2,0,2026-05-22 14:24:27,1,,51.99,0.614,-1,0.093,0.416,1.67,10.6,1.139,0.232,0.0525,0.0396,3.19,1,-1.0
0,C3_ST_original,zara2,0,2026-05-22 14:38:59,1,,52.6,0.62,-1,0.114,0.454,1.92,43.44,1.135,0.241,0.0534,0.041,1.4,1,-1.0
0,C3_ST_original,zara2,0,2026-05-22 14:58:08,1,,50.79,0.387,-1,0.124,0.563,2.08,39.54,1.195,0.205,0.0634,0.0654,3.4,1,-1.0
0,C3_ST_original,zara2,0,2026-05-22 15:03:33,1,,58.79,0.316,-1,0.196,0.666,3.49,75.09,1.065,0.262,0.0673,0.1053,4.42,3,-1.0
0,C3_ST_original,zara2,0,2026-05-22 15:15:10,1,,56.29,0.361,-1,0.197,0.737,2.89,94.57,1.128,0.282,0.0655,0.0739,3.19,1,-1.0
0,C3_ST_progress,ST-warehouse-progress,0,2026-05-22 15:33:18,1,,56.6,0.337,-1,0.187,0.68,3.49,79.51,1.117,0.284,0.0717,0.0849,2.81,2,-1.0
0,C3_g05_ST_original,zara2,0,2026-05-22 16:28:02,1,,56.85,0.308,-1,0.252,0.886,3.51,76.82,1.102,0.35,0.0635,0.082,3.21,2,-1.0
0,C3_g05_ST_original,zara2,0,2026-05-22 16:34:17,1,,54.87,0.327,-1,0.228,0.667,3.12,73.72,1.146,0.32,0.066,0.0716,2.0,1,-1.0
0,C3_g05_ST_original,zara2,0,2026-05-22 16:38:06,0,ped_too_close,57.2,0.262,-1,0.235,0.938,3.26,102.51,1.125,0.341,0.0777,0.1006,3.19,1,-1.0
0,C4_g05_ST_original,zara2,0,2026-05-22 17:49:14,1,,55.46,0.304,-1,0.175,0.588,3.58,72.46,1.121,0.291,0.0648,0.0664,3.0,1,-1.0
0,C4_g05_ST_original,zara2,0,2026-05-22 17:53:57,0,timeout,120.1,0.078,-1,0.165,0.384,69.51,122.58,0.341,0.245,0.0802,0.1985,84.14,4,18.47
1,C4_g05_ST_original,zara2,0,2026-05-22 17:55:21,1,,82.4,2.53,-1,0.155,0.187,75.91,111.6,0.27,0.21,0.0401,0.2648,61.27,1,-1.0
0,C4lite_g05_ST_original,zara2,0,2026-05-22 22:58:24,1,,58.2,0.336,-1,0.243,0.771,3.08,71.98,1.097,0.317,0.0642,0.0913,2.19,2,-1.0
0,C4lite_g05_ST_original,zara2,0,2026-05-22 23:20:35,1,,58.27,0.32,-1,0.231,0.931,3.51,77.67,1.094,0.321,0.064,0.0716,3.4,1,-1.0
0,C4lite_g05_ST_original,zara2,0,2026-05-23 16:13:34,0,timeout,120.2,0.095,-1,1.115,1.886,6.19,104.65,0.48,0.544,0.0719,0.0611,13.28,6,14.95
0,C4lite_g05_ST_original,zara2,0,2026-05-23 18:45:41,0,timeout,120.19,0.119,-1,0.886,1.427,4.47,139.62,1.202,0.547,0.0542,0.0983,6.29,2,22.7
0,C4lite_g05_ST_original,zara2,0,2026-05-23 19:00:24,0,timeout,120.2,0.094,-1,1.09,1.854,4.79,107.92,1.144,0.542,0.0653,0.0781,8.07,3,25.48
1,C4lite_g05_ST_original,zara2,0,2026-05-23 19:02:26,0,timeout,120.15,3.321,-1,1.879,1.904,0.54,3.53,1.286,0.75,0.0002,0.0,0.0,0,-1.0
0,C4lite_g05_ST_original,zara2,0,2026-05-23 22:13:43,0,timeout,120.19,0.104,-1,1.182,2.011,7.51,116.65,1.141,0.549,0.0718,0.0615,15.08,3,23.9
1,C4lite_g05_ST_original,zara2,0,2026-05-23 22:15:45,0,timeout,120.12,3.825,-1,2.045,2.08,2.36,16.15,1.5,0.75,0.0,0.0,0.0,0,-1.0
0,C4lite_g05_AB,ST_original,0,2026-05-24 11:38:59,0,timeout,120.2,0.11,-1,1.098,1.832,2.97,100.86,1.147,0.555,0.0632,0.0584,10.07,3,24.27
1,C4lite_g05_AB,ST_original,0,2026-05-24 11:41:00,0,timeout,120.02,3.296,-1,1.836,1.845,0.5,2.8,1.285,0.75,0.0001,0.0,0.0,0,-1.0
0,C5_g05_AB,ST_original,0,2026-05-24 22:07:02,0,timeout,120.19,0.108,-1,1.087,1.799,5.63,106.65,1.171,0.554,0.0721,0.0552,10.09,3,23.3
0,C5lite_g05,ST_original,0,2026-05-24 22:26:05,0,ped_too_close,64.79,0.02,-1,0.123,0.459,7.41,106.44,1.004,0.273,0.0852,0.0967,8.66,2,23.06
0,C5lite_g05,ST_original,0,2026-05-25 11:36:42,0,timeout,120.2,0.334,-1,0.258,0.355,30.9,108.59,0.202,0.116,0.0538,0.043,44.26,5,8.5
1,C5lite_g05,ST_original,0,2026-05-25 11:37:18,1,,34.28,3.815,-1,0.243,0.637,1.31,11.06,1.071,0.243,0.0249,0.0651,0.0,0,-1.0
0,C6_g05,ST_original,0,2026-05-25 12:12:01,0,ped_too_close,64.59,0.298,-1,0.367,1.342,9.19,102.38,0.995,0.402,0.1041,0.0465,6.71,3,20.84
0,C6_g05,ST_original,0,2026-05-25 12:14:47,0,timeout,120.2,0.265,-1,0.827,1.241,4.2,102.58,0.466,0.582,0.0563,0.0642,7.6,7,45.81
0,C7_g05,SingularTrajectory,0,2026-05-25 13:53:01,1,,54.4,0.459,-1,0.516,1.32,2.42,69.76,1.206,0.286,0.0597,0.0428,0.2,1,-1.0
0,C7.1a,SingularTrajectory,0,2026-05-25 14:17:31,1,,55.39,0.382,-1,0.246,0.718,2.08,50.5,1.137,0.281,0.058,0.0438,3.39,1,-1.0
0,C7.1b,SingularTrajectory,0,2026-05-25 14:29:14,1,,54.99,0.549,-1,0.333,0.895,2.39,78.83,1.165,0.316,0.0576,0.0622,2.79,2,-1.0
0,C7.1c,SingularTrajectory,0,2026-05-25 14:54:35,1,,55.0,0.34,-1,0.274,0.989,1.96,14.87,1.168,0.348,0.064,0.0418,3.2,2,-1.0
0,C7.1c,SingularTrajectory,0,2026-05-25 14:58:20,1,,54.6,0.378,-1,0.301,0.95,2.16,36.54,1.169,0.323,0.0699,0.0733,2.6,2,-1.0
0,C7_g05,SingularTrajectory,0,2026-05-25 15:15:44,1,,54.6,0.433,-1,0.314,0.929,1.74,50.86,1.15,0.293,0.0574,0.0354,3.39,1,-1.0
0,C7_g05,SingularTrajectory,0,2026-05-25 15:49:17,1,,54.19,0.445,-1,0.355,1.009,1.79,47.48,1.165,0.301,0.0568,0.0331,3.2,1,-1.0
0,C7_g05,SingularTrajectory,0,2026-05-25 16:00:21,1,,54.6,0.416,-1,0.325,0.943,2.16,64.53,1.155,0.294,0.0572,0.0346,3.39,1,-1.0
0,C7_g05,SingularTrajectory,0,2026-05-25 16:51:09,1,,54.59,0.432,-1,0.383,0.925,1.82,38.68,1.152,0.264,0.0609,0.0529,2.43,2,-1.0
0,C7_g05,SingularTrajectory,0,2026-05-25 17:02:28,1,,54.39,0.412,-1,0.381,0.95,2.42,54.68,1.159,0.276,0.0573,0.0336,3.2,1,-1.0
0,C7_g05,SingularTrajectory,0,2026-05-25 17:21:07,1,,54.39,0.396,-1,0.353,0.926,1.64,11.77,1.158,0.29,0.057,0.0439,3.19,1,-1.0
0,C7_g05,SingularTrajectory,0,2026-05-26 14:05:32,1,,52.4,0.842,-1,0.102,0.504,2.48,64.1,1.167,0.223,0.0577,0.0444,1.8,1,-1.0
0,C7_4a,SingularTrajectory,0,2026-05-26 14:35:08,1,,54.2,0.403,-1,0.375,0.965,1.86,12.17,1.168,0.28,0.057,0.0401,3.2,1,-1.0
0,C7_4b,SingularTrajectory,0,2026-05-26 15:39:03,1,,58.6,0.655,-1,0.417,1.18,1.95,22.13,1.105,0.341,0.0564,0.0682,5.2,2,-1.0
0,C7_4b,SingularTrajectory,0,2026-05-26 15:55:46,1,,54.39,0.402,-1,0.352,0.86,1.98,31.4,1.161,0.265,0.0568,0.0511,3.19,1,-1.0
0,C7_4c,SingularTrajectory,0,2026-05-26 16:47:22,1,,56.24,0.337,-1,0.282,0.814,2.91,86.92,1.123,0.307,0.064,0.0527,3.39,1,-1.0
0,C7_4d,SingularTrajectory,0,2026-05-26 16:59:43,1,,54.19,0.396,-1,0.374,0.944,2.45,63.5,1.161,0.282,0.0563,0.0412,3.19,1,-1.0
0,C7_5,SingularTrajectory,0,2026-05-26 17:13:53,1,,56.2,0.335,-1,0.212,0.524,2.74,73.78,1.112,0.311,0.0628,0.0715,3.19,1,-1.0
0,C7_5f,SingularTrajectory,0,2026-05-26 17:54:34,1,,54.8,0.367,-1,0.329,0.854,2.66,71.73,1.15,0.328,0.0623,0.0586,3.2,1,-1.0
0,C7_5g,SingularTrajectory,0,2026-05-26 18:14:44,1,,54.8,0.4,-1,0.339,0.855,2.46,64.72,1.141,0.296,0.0594,0.0557,3.2,1,-1.0
0,C7_5h,SingularTrajectory,0,2026-05-26 18:34:14,1,,56.39,0.343,-1,0.274,0.846,2.76,56.17,1.126,0.342,0.0663,0.062,3.21,2,-1.0
0,C7_5i,SingularTrajectory,0,2026-05-27 12:44:44,1,,55.19,0.401,-1,0.286,0.749,2.69,102.44,1.136,0.291,0.0592,0.0488,3.2,1,-1.0
0,C7_5i,SingularTrajectory,0,2026-05-27 12:48:04,1,,55.65,0.402,-1,0.281,0.745,2.85,67.16,1.116,0.3,0.0595,0.0383,3.59,1,-1.0
0,C7_5i,SingularTrajectory,0,2026-05-27 12:49:25,1,,55.2,0.396,-1,0.289,0.761,2.1,52.58,1.134,0.288,0.0594,0.0528,3.19,1,-1.0
0,C7_5j,SingularTrajectory,0,2026-05-27 14:42:30,1,,55.47,0.391,-1,0.268,0.677,2.81,78.53,1.121,0.287,0.0651,0.0548,2.82,2,-1.0
0,C7_5j,SingularTrajectory,0,2026-05-27 14:45:29,1,,54.6,0.455,-1,0.287,0.688,2.51,67.74,1.138,0.293,0.0584,0.0493,2.2,1,-1.0
0,C7_5j,SingularTrajectory,0,2026-05-27 14:46:55,1,,55.66,0.385,-1,0.266,0.676,4.09,102.03,1.115,0.297,0.0637,0.0591,3.4,1,-1.0
0,C7_5j,SingularTrajectory,0,2026-05-27 14:48:29,1,,55.66,0.395,-1,0.267,0.68,3.33,71.74,1.119,0.293,0.0592,0.048,3.4,1,-1.0
1,C7_5j,SingularTrajectory,0,2026-05-27 15:29:40,0,timeout,120.0,2.2,-1,1.018,1.028,7.19,80.9,0.0,0.735,0.003,0.1162,119.8,0,-1.0
0,C7_5j_gap4,SingularTrajectory,0,2026-05-27 15:39:30,1,,69.47,0.347,-1,0.303,0.765,3.7,74.24,0.917,0.253,0.0579,0.0908,18.16,4,39.0
0,C7_5j_gap2,SingularTrajectory,0,2026-05-27 15:42:11,1,,61.19,0.41,-1,0.263,0.586,2.4,55.92,1.029,0.257,0.0537,0.0289,3.39,1,-1.0
0,C7_5j,SingularTrajectory,0,2026-05-27 15:44:54,1,,55.59,0.459,-1,0.301,0.66,2.96,71.3,1.114,0.324,0.0589,0.0439,1.81,1,-1.0
0,C7_5j_gap2,SingularTrajectory,0,2026-05-27 16:39:58,1,,62.54,0.431,-1,0.261,0.621,3.36,65.23,1.001,0.271,0.0546,0.0332,2.96,1,-1.0
0,C7_5j,SingularTrajectory,0,2026-05-27 16:41:40,1,,55.66,0.398,-1,0.264,0.672,3.27,72.09,1.121,0.293,0.0588,0.0403,3.39,1,-1.0
0,C7_5k,SingularTrajectory,0,2026-05-27 16:58:37,1,,55.46,0.389,-1,0.265,0.659,3.13,69.1,1.125,0.291,0.061,0.0534,3.2,1,-1.0
0,C7_5k,SingularTrajectory,0,2026-05-27 17:02:11,1,,55.86,0.442,-1,0.27,0.671,3.16,71.46,1.123,0.3,0.059,0.0436,3.4,1,-1.0
0,C7_5k_gap2,SingularTrajectory,0,2026-05-27 17:25:24,1,,59.6,0.4,-1,0.27,0.665,2.83,63.89,1.051,0.267,0.0542,0.047,4.0,2,21.8
